1,8687289097903915e-9; 1,796605100908937e-10
1,867271093298979e-9; 1,44419108401802e-10
1,867271093298979e-9; 1,226037299315829e-10
1,867271093298979e-9; 1,0408369612222889e-10
1,8745715661148855e-9; 8,916879438518078e-11
1,883369819631417e-9; 2,235015798346901e-10
1,8819005816011694e-9; 7,450362065246825e-11
1,8819005816011694e-9; 1,796605100908937e-10
1,8819005816011694e-9; 1,0992328493461606e-10
1,889258251351171e-9; 8,836122526215142e-11
1,8981254364477828e-9; 6,163048432609487e-11
1,9040600021987744e-9; 2,742722177276508e-10
1,8966446873944954e-9; 2,3604107808253123e-10
1,8966446873944954e-9; 7,5013728573395e-11
1,9133699285110032e-9; 5,0496939694156545e-11
1,9189777201609918e-9; 3,320139190016036e-10
1,9115043086713546e-9; 6,029937125851225e-11
1,9208506340175477e-9; 4,3458109552725496e-11
1,9189777201609918e-9; 2,7804082356957684e-10
1,935522236522747e-9; 3,9002452631255785e-10
1,935522236522747e-9; 3,4933561255376656e-11
1,934012313804093e-9; 3,275137539586185e-10
1,934012313804093e-9; 4,3458109552725496e-11
1,941573724877838e-9; 2,808115020517771e-11
1,9510670750282973e-9; 4,6700872283027e-10
1,9491646988126895e-9; 2,3839322884788444e-11
1,958695165129606e-9; 5,576641382520235e-10
1,9491646988126895e-9; 4,1870775820009453e-10
1,9491646988126895e-9; 3,307774304902438e-11
1,958695165129606e-9; 2,0516330531408783e-11
1,956785351190629e-9; 1,7025536148275172e-11
1,9663530787871233e-9; 6,843431713488995e-10
1,956785351190629e-9; 2,808115020517771e-11
1,9663530787871233e-9; 1,4193107417902847e-11
1,9644357980454973e-9; 1,172473449203852e-11
1,9644357980454973e-9; 9,953642541415031e-12
1,9606068430386297e-9; 8,803214978177736e-12
1,9736558270273596e-9; 1,3247335765790983e-9
1,9721161558648177e-9; 1,0687620917171078e-9
1,9721161558648177e-9; 9,073191235153919e-10
1,9721161558648177e-9; 7,844069241327915e-10
1,9736558270273596e-9; 7,332007215175493e-12
1,9721161558648177e-9; 5,872384025474682e-12
1,9721161558648177e-9; 4,985324955134925e-12
1,9721161558648177e-9; 4,232261514314344e-12
1,9721161558648177e-9; 3,5929528539753355e-12
1,9721161558648177e-9; 3,0502156275616634e-12
1,9721161558648177e-9; 2,5894621367846473e-12
1,9721161558648177e-9; 2,1983082432770495e-12
1,9721161558648177e-9; 1,8662405075597856e-12
1,9721161558648177e-9; 1,5843336086776744e-12
1,9721161558648177e-9; 1,3450104493057735e-12
1,9721161558648177e-9; 1,141838498428119e-12
1,9721161558648177e-9; 9,693568976847241e-13
1,9721161558648177e-9; 8,229296843489689e-13
1,9721161558648177e-9; 6,986211858606407e-13
1,9721161558648177e-9; 5,93090236767247e-13
1,9721161558648177e-9; 5,035003748351801e-13
1,9721161558648177e-9; 4,274436025805894e-13
1,9721161558648177e-9; 3,628756650814451e-13
1,9721161558648177e-9; 3,080611044669329e-13
1,970193255869553e-9; 2,5681096377219953e-13
1,981372232408922e-9; 5,7153241083592e-10
1,9817588436315138e-9; 1,789914171885827e-11
1,9895069293902015e-9; 1,5195368269415554e-11
