freq,h2Om
1.6850306077093232e-07,1.508532132039937e-21
1.6877464407389903e-07,1.5158379839675482e-21
1.6904666509882788e-07,1.5231792182848155e-21
1.6931912455121408e-07,1.5305560063493906e-21
1.6959202313768844e-07,1.5379685203487705e-21
1.6986536156602173e-07,1.5454169333043913e-21
1.7013914054512554e-07,1.5529014190756363e-21
1.7041336078505291e-07,1.5604221523638624e-21
1.7068802299700272e-07,1.5679793087165475e-21
1.7096312789331878e-07,1.5755730645313122e-21
1.7123867618749395e-07,1.5832035970601023e-21
1.7151466859417114e-07,1.590871084413298e-21
1.7179110582914402e-07,1.5985757055638433e-21
1.7206798860936097e-07,1.6063176403514803e-21
1.7234531765292588e-07,1.6140970694869196e-21
1.7262309367909907e-07,1.6219141745560282e-21
1.729013174083014e-07,1.6297691380241334e-21
1.731799895621136e-07,1.6376621432402103e-21
1.734591108632803e-07,1.6455933744412227e-21
1.7373868203571115e-07,1.6535630167564022e-21
1.740187038044814e-07,1.661571256211531e-21
1.742991768958364e-07,1.6696182797333588e-21
1.745801020371906e-07,1.677704275153888e-21
1.7486147995713186e-07,1.6858294312148212e-21
1.7514331138542242e-07,1.6939939375719438e-21
1.7542559705299959e-07,1.702197984799516e-21
1.7570833769198016e-07,1.7104417643947945e-21
1.7599153403565957e-07,1.718725468782421e-21
1.762751868185161e-07,1.7270492913189803e-21
1.7655929677621192e-07,1.7354134262974946e-21
1.7684386464559372e-07,1.7438180689519107e-21
1.7712889116469735e-07,1.752263415461747e-21
1.7741437707274665e-07,1.7607496629565763e-21
1.77700323110158e-07,1.769277009520708e-21
1.779867300185412e-07,1.7778456541977776e-21
1.7827359854070012e-07,1.7864557969953593e-21
1.7856092942063742e-07,1.7951076388897132e-21
1.788487234035534e-07,1.8038013818303862e-21
1.7913698123585048e-07,1.812537228745004e-21
1.7942570366513415e-07,1.8213153835439767e-21
1.7971489144021368e-07,1.8301360511252204e-21
1.8000454531110678e-07,1.838999437379023e-21
1.8029466602903843e-07,1.8479057491927568e-21
1.805852543464456e-07,1.856855194455789e-21
1.8087631101697788e-07,1.8658479820642976e-21
1.8116783679549855e-07,1.874884321926116e-21
1.8145983243808892e-07,1.883964424965711e-21
1.8175229870204748e-07,1.8930885031290146e-21
1.8204523634589437e-07,1.902256769388451e-21
1.823386461293723e-07,1.9114694377478747e-21
1.826325288134474e-07,1.920726723247534e-21
1.8292688516031328e-07,1.930028841969149e-21
1.8322171593339213e-07,1.939376011040934e-21
1.835170218973354e-07,1.948768448642621e-21
1.838128038180285e-07,1.9582063740106405e-21
1.8410906246258966e-07,1.9676900074431387e-21
1.8440579859937475e-07,1.977219570305211e-21
1.8470301299797795e-07,1.9867952850340222e-21
1.850007064292327e-07,1.9964173751439736e-21
1.8529887966521638e-07,2.006086065231997e-21
1.855975334792492e-07,2.015801580982704e-21
1.858966686458989e-07,2.0255641491737375e-21
1.8619628594098172e-07,2.0353739976810304e-21
1.86496386141563e-07,2.0452313554840834e-21
1.867969700259622e-07,2.0551364526714025e-21
1.8709803837375155e-07,2.0650895204457625e-21
1.8739959196576105e-07,2.0750907911297014e-21
1.8770163158407907e-07,2.085140498170895e-21
1.8800415801205345e-07,2.0952388761475775e-21
1.8830717203429563e-07,2.1053861607740807e-21
1.8861067443668175e-07,2.115582588906316e-21
1.8891466600635336e-07,2.125828398547245e-21
1.892191475317222e-07,2.1361238288525386e-21
1.8952411980246928e-07,2.1464691201360515e-21
1.8982958360954942e-07,2.156864513875521e-21
1.901355397451923e-07,2.1673102527181654e-21
1.9044198900290333e-07,2.1778065804863112e-21
1.9074893217746836e-07,2.1883537421831715e-21
1.9105637006495272e-07,2.1989519839984646e-21
1.9136430346270586e-07,2.209601553314247e-21
1.916727331693625e-07,2.2203026987106555e-21
1.9198165998484326e-07,2.231055669971662e-21
1.922910847103596e-07,2.241860718091001e-21
1.9260100814841285e-07,2.2527180952779236e-21
1.9291143110279883e-07,2.2636280549631716e-21
1.9322235437860895e-07,2.274590851804864e-21
1.9353377878223102e-07,2.285606741694385e-21
1.9384570512135406e-07,2.296675981762465e-21
1.9415813420496733e-07,2.307798830385068e-21
1.9447106684336524e-07,2.3189755471895198e-21
1.9478450384814804e-07,2.3302063930605265e-21
1.95098446032223e-07,2.3414916301462222e-21
1.9541289420980912e-07,2.3528315218643835e-21
1.957278491964361e-07,2.3642263329084712e-21
1.9604331180894928e-07,2.375676329253904e-21
1.9635928286551058e-07,2.3871817781642224e-21
1.9667576318559934e-07,2.3987429481972884e-21
1.969927535900173e-07,2.4103601092116534e-21
1.973102549008875e-07,2.4220335323727397e-21
1.9762826794165928e-07,2.4337634901592743e-21
1.979467935371091e-07,2.445550256369601e-21
1.9826583251334163e-07,2.4573941061280344e-21
1.9858538569779455e-07,2.4692953158913806e-21
1.9890545391923755e-07,2.4812541634552673e-21
1.992260380077773e-07,2.4932709279607398e-21
1.995471387948584e-07,2.5053458899007324e-21
1.9986875711326429e-07,2.5174793311265608e-21
2.0019089379712185e-07,2.5296715348545997e-21
2.0051354968190241e-07,2.541922785672852e-21
2.008367256044226e-07,2.5542333695475317e-21
2.0116042240284938e-07,2.5666035738298595e-21
2.0148464091669902e-07,2.5790336872626374e-21
2.0180938198684218e-07,2.591523999987109e-21
2.021346464555046e-07,2.6040748035496686e-21
2.0246043516626846e-07,2.616686390908637e-21
2.02786748964077e-07,2.6293590564411938e-21
2.0311358869523383e-07,2.6420930959501355e-21
2.034409552074077e-07,2.6548888066708786e-21
2.037688493496336e-07,2.667746487278364e-21
2.0409727197231376e-07,2.6806664378939674e-21
2.044262239272227e-07,2.693648960092627e-21
2.04755706067506e-07,2.706694356909746e-21
2.0508571924768562e-07,2.719802932848385e-21
2.0541626432366087e-07,2.732974993886321e-21
2.0574734215270913e-07,2.7462108474831318e-21
2.0607895359349128e-07,2.759510802587501e-21
2.064110995060504e-07,2.7728751696442853e-21
2.0674378075181708e-07,2.786304260601886e-21
2.070769981936102e-07,2.799798388919474e-21
2.074107526956381e-07,2.8133578695742605e-21
2.077450451235032e-07,2.8269830190689474e-21
2.0807987634420314e-07,2.840674155439064e-21
2.0841524722613157e-07,2.854431598260345e-21
2.087511586390835e-07,2.8682556686562986e-21
2.0908761145425418e-07,2.882146689305581e-21
2.094246065442442e-07,2.8961049844496288e-21
2.0976214478306053e-07,2.910130879900195e-21
2.1010022704611767e-07,2.9242247030468905e-21
2.1043885421024263e-07,2.9383867828649464e-21
2.1077802715367399e-07,2.9526174499227626e-21
2.1111774675606712e-07,2.96691703638974e-21
2.1145801389849513e-07,2.9812858760439814e-21
2.1179882946344994e-07,2.9957243042800298e-21
2.1214019433484748e-07,3.010232658116823e-21
2.1248210939802667e-07,3.0248112762054136e-21
2.1282457553975464e-07,3.03946049883701e-21
2.1316759364822772e-07,3.054180667950848e-21
2.1351116461307255e-07,3.068972127142134e-21
2.1385528932535128e-07,3.0838352216701818e-21
2.1419996867756054e-07,3.0987702984663335e-21
2.1454520356363673e-07,3.1137777061421784e-21
2.14890994878957e-07,3.12885779499764e-21
2.1523734352034037e-07,3.1440109170290943e-21
2.1558425038605301e-07,3.1592374259377214e-21
2.1593171637580714e-07,3.1745376771376035e-21
2.1627974239076633e-07,3.1899120277641564e-21
2.1662832933354667e-07,3.2053608366824165e-21
2.1697747810821768e-07,3.2208844644953458e-21
2.173271896203078e-07,3.2364832735523953e-21
2.176774647768031e-07,3.2521576279578014e-21
2.180283044861529e-07,3.267907893579225e-21
2.1837970965827065e-07,3.2837344380562296e-21
2.1873168120453501e-07,3.2996376308088046e-21
2.1908422003779539e-07,3.315617843046132e-21
2.194373270723706e-07,3.3316754477750832e-21
2.197910032240545e-07,3.347810819809067e-21
2.2014524941011696e-07,3.3640243357767287e-21
2.2050006654930489e-07,3.380316374130665e-21
2.2085545556184731e-07,3.39668731515639e-21
2.212114173694565e-07,3.413137540981149e-21
2.2156795289532883e-07,3.429667435582776e-21
2.2192506306415056e-07,3.4462773847988e-21
2.2228274880209636e-07,3.46296777633528e-21
2.226410110368351e-07,3.479738999776014e-21
2.229998506975308e-07,3.496591446591558e-21
2.2335926871484366e-07,3.513525510148302e-21
2.2371926602093572e-07,3.5305415857178075e-21
2.2407984354946958e-07,3.547640070485852e-21
2.2444100223561402e-07,3.5648213635618644e-21
2.248027430160451e-07,3.582085865988163e-21
2.2516506682894717e-07,3.5994339807492545e-21
2.2552797461401852e-07,3.616866112781401e-21
2.2589146731247016e-07,3.634382668981887e-21
2.2625554586703145e-07,3.651984058218676e-21
2.2662021122195124e-07,3.669670691339887e-21
2.269854643229988e-07,3.687442981183318e-21
2.2735130611746918e-07,3.705301342586217e-21
2.2771773755418422e-07,3.723246192394893e-21
2.280847595834936e-07,3.741277949474386e-21
